ParkName;Date;RecreationVisits
Indiana Dunes NP;01/09/1989;172841
Indiana Dunes NP;01/10/1989;160002
Indiana Dunes NP;01/11/1989;69385
Indiana Dunes NP;01/12/1989;51504
Indiana Dunes NP;01/01/1990;74242
Indiana Dunes NP;01/02/1990;71651
Indiana Dunes NP;01/03/1990;116094
Indiana Dunes NP;01/04/1990;185597
Indiana Dunes NP;01/05/1990;175490
Indiana Dunes NP;01/06/1990;276779
Indiana Dunes NP;01/07/1990;297324
Indiana Dunes NP;01/08/1990;260020
Indiana Dunes NP;01/09/1990;191685
Indiana Dunes NP;01/10/1990;124728
Indiana Dunes NP;01/11/1990;83821
Indiana Dunes NP;01/12/1990;62470
Indiana Dunes NP;01/01/1991;68347
Indiana Dunes NP;01/02/1991;82004
Indiana Dunes NP;01/03/1991;121251
Indiana Dunes NP;01/04/1991;152926
Indiana Dunes NP;01/05/1991;228868
Indiana Dunes NP;01/06/1991;300347
Indiana Dunes NP;01/07/1991;346631
Indiana Dunes NP;01/08/1991;269758
Indiana Dunes NP;01/09/1991;196667
Indiana Dunes NP;01/10/1991;136249
Indiana Dunes NP;01/11/1991;92568
Indiana Dunes NP;01/12/1991;63185
Indiana Dunes NP;01/01/1992;67950
Indiana Dunes NP;01/02/1992;78125
Indiana Dunes NP;01/03/1992;108608
Indiana Dunes NP;01/04/1992;124426
Indiana Dunes NP;01/05/1992;210338
Indiana Dunes NP;01/06/1992;263343
Indiana Dunes NP;01/07/1992;255935
Indiana Dunes NP;01/08/1992;296624
Indiana Dunes NP;01/09/1992;187322
Indiana Dunes NP;01/10/1992;145341
Indiana Dunes NP;01/11/1992;173131
Indiana Dunes NP;01/12/1992;61955
Indiana Dunes NP;01/01/1993;67025
Indiana Dunes NP;01/02/1993;63002
Indiana Dunes NP;01/03/1993;86770
Indiana Dunes NP;01/04/1993;121069
Indiana Dunes NP;01/05/1993;185149
Indiana Dunes NP;01/06/1993;247340
Indiana Dunes NP;01/07/1993;321648
Indiana Dunes NP;01/08/1993;271654
Indiana Dunes NP;01/09/1993;151176
Indiana Dunes NP;01/10/1993;132140
Indiana Dunes NP;01/11/1993;62128
Indiana Dunes NP;01/12/1993;53993
Indiana Dunes NP;01/01/1994;46775
Indiana Dunes NP;01/02/1994;55652
Indiana Dunes NP;01/03/1994;88733
Indiana Dunes NP;01/04/1994;131190
Indiana Dunes NP;01/05/1994;201006
Indiana Dunes NP;01/06/1994;258412
Indiana Dunes NP;01/07/1994;281718
Indiana Dunes NP;01/08/1994;217409
Indiana Dunes NP;01/09/1994;161325
Indiana Dunes NP;01/10/1994;140964
Indiana Dunes NP;01/11/1994;68447
Indiana Dunes NP;01/12/1994;48327
Indiana Dunes NP;01/01/1995;52257
Indiana Dunes NP;01/02/1995;58716
Indiana Dunes NP;01/03/1995;95241
Indiana Dunes NP;01/04/1995;104054
Indiana Dunes NP;01/05/1995;173537
Indiana Dunes NP;01/06/1995;273035
Indiana Dunes NP;01/07/1995;318305
Indiana Dunes NP;01/08/1995;255754
Indiana Dunes NP;01/09/1995;164791
Indiana Dunes NP;01/10/1995;113689
Indiana Dunes NP;01/11/1995;54742
Indiana Dunes NP;01/12/1995;32367
Indiana Dunes NP;01/01/1996;37746
Indiana Dunes NP;01/02/1996;60815
Indiana Dunes NP;01/03/1996;84303
Indiana Dunes NP;01/04/1996;90460
Indiana Dunes NP;01/05/1996;127243
Indiana Dunes NP;01/06/1996;225302
Indiana Dunes NP;01/07/1996;262521
Indiana Dunes NP;01/08/1996;265620
Indiana Dunes NP;01/09/1996;148690
Indiana Dunes NP;01/10/1996;130235
Indiana Dunes NP;01/11/1996;52627
Indiana Dunes NP;01/12/1996;40604
Indiana Dunes NP;01/01/1997;50067
Indiana Dunes NP;01/02/1997;46304
Indiana Dunes NP;01/03/1997;82368
Indiana Dunes NP;01/04/1997;84975
Indiana Dunes NP;01/05/1997;136976
Indiana Dunes NP;01/06/1997;237642
Indiana Dunes NP;01/07/1997;279009
Indiana Dunes NP;01/08/1997;193447
Indiana Dunes NP;01/09/1997;140383
Indiana Dunes NP;01/10/1997;124887
Indiana Dunes NP;01/11/1997;59638
Indiana Dunes NP;01/12/1997;48086
Indiana Dunes NP;01/01/1998;59636
Indiana Dunes NP;01/02/1998;94263
Indiana Dunes NP;01/03/1998;90113
Indiana Dunes NP;01/04/1998;154915
Indiana Dunes NP;01/05/1998;219159
Indiana Dunes NP;01/06/1998;276936
Indiana Dunes NP;01/07/1998;320574
Indiana Dunes NP;01/08/1998;464760
Indiana Dunes NP;01/09/1998;168100
Indiana Dunes NP;01/10/1998;126475
Indiana Dunes NP;01/11/1998;76710
Indiana Dunes NP;01/12/1998;57148
Indiana Dunes NP;01/01/1999;49232
Indiana Dunes NP;01/02/1999;62552
Indiana Dunes NP;01/03/1999;99955
Indiana Dunes NP;01/04/1999;99194
Indiana Dunes NP;01/05/1999;235178
Indiana Dunes NP;01/06/1999;241590
Indiana Dunes NP;01/07/1999;313677
Indiana Dunes NP;01/08/1999;241890
Indiana Dunes NP;01/09/1999;165847
Indiana Dunes NP;01/10/1999;110558
Indiana Dunes NP;01/11/1999;80484
Indiana Dunes NP;01/12/1999;47890
Indiana Dunes NP;01/01/2000;60394
Indiana Dunes NP;01/02/2000;63790
Indiana Dunes NP;01/03/2000;97138
Indiana Dunes NP;01/04/2000;102971
Indiana Dunes NP;01/05/2000;196786
Indiana Dunes NP;01/06/2000;268247
Indiana Dunes NP;01/07/2000;350308
Indiana Dunes NP;01/08/2000;258377
Indiana Dunes NP;01/09/2000;161375
Indiana Dunes NP;01/10/2000;144658
Indiana Dunes NP;01/11/2000;71602
Indiana Dunes NP;01/12/2000;44582
Indiana Dunes NP;01/01/2001;51640
Indiana Dunes NP;01/02/2001;49950
Indiana Dunes NP;01/03/2001;85289
Indiana Dunes NP;01/04/2001;108564
Indiana Dunes NP;01/05/2001;148536
Indiana Dunes NP;01/06/2001;308612
Indiana Dunes NP;01/07/2001;342952
Indiana Dunes NP;01/08/2001;244250
Indiana Dunes NP;01/09/2001;174408
Indiana Dunes NP;01/10/2001;86090
Indiana Dunes NP;01/11/2001;79302
Indiana Dunes NP;01/12/2001;55811
Indiana Dunes NP;01/01/2002;72888
Indiana Dunes NP;01/02/2002;55749
Indiana Dunes NP;01/03/2002;80172
Indiana Dunes NP;01/04/2002;118132
Indiana Dunes NP;01/05/2002;152395
Indiana Dunes NP;01/06/2002;320537
Indiana Dunes NP;01/07/2002;312012
Indiana Dunes NP;01/08/2002;314204
Indiana Dunes NP;01/09/2002;187148
Indiana Dunes NP;01/10/2002;248675
Indiana Dunes NP;01/11/2002;78610
Indiana Dunes NP;01/12/2002;49419
Indiana Dunes NP;01/01/2003;62853
Indiana Dunes NP;01/02/2003;53175
Indiana Dunes NP;01/03/2003;113304
Indiana Dunes NP;01/04/2003;111582
Indiana Dunes NP;01/05/2003;153938
Indiana Dunes NP;01/06/2003;263749
Indiana Dunes NP;01/07/2003;310564
Indiana Dunes NP;01/08/2003;307753
Indiana Dunes NP;01/09/2003;163019
Indiana Dunes NP;01/10/2003;145072
Indiana Dunes NP;01/11/2003;205133
Indiana Dunes NP;01/12/2003;63307
Indiana Dunes NP;01/01/2004;48885
Indiana Dunes NP;01/02/2004;109572
Indiana Dunes NP;01/03/2004;120575
Indiana Dunes NP;01/04/2004;118005
Indiana Dunes NP;01/05/2004;142175
Indiana Dunes NP;01/06/2004;235216
Indiana Dunes NP;01/07/2004;296161
Indiana Dunes NP;01/08/2004;254818
Indiana Dunes NP;01/09/2004;241134
Indiana Dunes NP;01/10/2004;124739
Indiana Dunes NP;01/11/2004;64693
Indiana Dunes NP;01/12/2004;54357
Indiana Dunes NP;01/01/2005;47189
Indiana Dunes NP;01/02/2005;48589
Indiana Dunes NP;01/03/2005;95605
Indiana Dunes NP;01/04/2005;123495
Indiana Dunes NP;01/05/2005;164309
Indiana Dunes NP;01/06/2005;303310
Indiana Dunes NP;01/07/2005;358000
Indiana Dunes NP;01/08/2005;271500
Indiana Dunes NP;01/09/2005;176484
Indiana Dunes NP;01/10/2005;172414
Indiana Dunes NP;01/11/2005;294311
Indiana Dunes NP;01/12/2005;72130
Indiana Dunes NP;01/01/2006;79738
Indiana Dunes NP;01/02/2006;91209
Indiana Dunes NP;01/03/2006;142869
Indiana Dunes NP;01/04/2006;172698
Indiana Dunes NP;01/05/2006;237535
Indiana Dunes NP;01/06/2006;222296
Indiana Dunes NP;01/07/2006;323569
Indiana Dunes NP;01/08/2006;212657
Indiana Dunes NP;01/09/2006;166756
Indiana Dunes NP;01/10/2006;115264
Indiana Dunes NP;01/11/2006;95094
Indiana Dunes NP;01/12/2006;78447
Indiana Dunes NP;01/01/2007;101425
Indiana Dunes NP;01/02/2007;90281
Indiana Dunes NP;01/03/2007;121486
Indiana Dunes NP;01/04/2007;184872
Indiana Dunes NP;01/05/2007;227415
Indiana Dunes NP;01/06/2007;266917
Indiana Dunes NP;01/07/2007;308973
Indiana Dunes NP;01/08/2007;220205
Indiana Dunes NP;01/09/2007;183060
Indiana Dunes NP;01/10/2007;85851
Indiana Dunes NP;01/11/2007;87854
Indiana Dunes NP;01/12/2007;94005
Indiana Dunes NP;01/01/2008;103752
Indiana Dunes NP;01/02/2008;97179
Indiana Dunes NP;01/03/2008;67309
Indiana Dunes NP;01/04/2008;108459
Indiana Dunes NP;01/05/2008;147595
Indiana Dunes NP;01/06/2008;230591
Indiana Dunes NP;01/07/2008;387513
Indiana Dunes NP;01/08/2008;305361
Indiana Dunes NP;01/09/2008;140252
Indiana Dunes NP;01/10/2008;130188
Indiana Dunes NP;01/11/2008;61223
Indiana Dunes NP;01/12/2008;54174
Indiana Dunes NP;01/01/2009;42892
Indiana Dunes NP;01/02/2009;47599
Indiana Dunes NP;01/03/2009;110867
Indiana Dunes NP;01/04/2009;100971
Indiana Dunes NP;01/05/2009;207383
Indiana Dunes NP;01/06/2009;293039
Indiana Dunes NP;01/07/2009;392247
Indiana Dunes NP;01/08/2009;344229
Indiana Dunes NP;01/09/2009;178591
Indiana Dunes NP;01/10/2009;101558
Indiana Dunes NP;01/11/2009;80610
Indiana Dunes NP;01/12/2009;44582
Indiana Dunes NP;01/01/2010;55054
Indiana Dunes NP;01/02/2010;62911
Indiana Dunes NP;01/03/2010;82251
Indiana Dunes NP;01/04/2010;121602
Indiana Dunes NP;01/05/2010;254665
Indiana Dunes NP;01/06/2010;305983
Indiana Dunes NP;01/07/2010;454424
Indiana Dunes NP;01/08/2010;370482
Indiana Dunes NP;01/09/2010;182416
Indiana Dunes NP;01/10/2010;143659
Indiana Dunes NP;01/11/2010;66410
Indiana Dunes NP;01/12/2010;50488
Indiana Dunes NP;01/01/2011;53183
Indiana Dunes NP;01/02/2011;49952
Indiana Dunes NP;01/03/2011;70320
Indiana Dunes NP;01/04/2011;86951
Indiana Dunes NP;01/05/2011;172397
Indiana Dunes NP;01/06/2011;269168
Indiana Dunes NP;01/07/2011;421285
Indiana Dunes NP;01/08/2011;287267
Indiana Dunes NP;01/09/2011;147977
Indiana Dunes NP;01/10/2011;154666
Indiana Dunes NP;01/11/2011;67993
Indiana Dunes NP;01/12/2011;59354
Indiana Dunes NP;01/01/2012;58521
Indiana Dunes NP;01/02/2012;51948
Indiana Dunes NP;01/03/2012;106271
Indiana Dunes NP;01/04/2012;73145
Indiana Dunes NP;01/05/2012;194496
Indiana Dunes NP;01/06/2012;270881
Indiana Dunes NP;01/07/2012;361124
Indiana Dunes NP;01/08/2012;260821
Indiana Dunes NP;01/09/2012;160416
Indiana Dunes NP;01/10/2012;228117
Indiana Dunes NP;01/11/2012;67680
Indiana Dunes NP;01/12/2012;55961
Indiana Dunes NP;01/01/2013;54937
Indiana Dunes NP;01/02/2013;47432
Indiana Dunes NP;01/03/2013;77032
Indiana Dunes NP;01/04/2013;101281
Indiana Dunes NP;01/05/2013;144046
Indiana Dunes NP;01/06/2013;219493
Indiana Dunes NP;01/07/2013;357123
Indiana Dunes NP;01/08/2013;304087
Indiana Dunes NP;01/09/2013;190536
Indiana Dunes NP;01/10/2013;78671
Indiana Dunes NP;01/11/2013;62707
Indiana Dunes NP;01/12/2013;44350
Indiana Dunes NP;01/01/2014;40701
Indiana Dunes NP;01/02/2014;51423
Indiana Dunes NP;01/03/2014;85786
Indiana Dunes NP;01/04/2014;89324
Indiana Dunes NP;01/05/2014;161258
Indiana Dunes NP;01/06/2014;215070
Indiana Dunes NP;01/07/2014;283291
Indiana Dunes NP;01/08/2014;255908
Indiana Dunes NP;01/09/2014;144874
Indiana Dunes NP;01/10/2014;102336
Indiana Dunes NP;01/11/2014;64236
Indiana Dunes NP;01/12/2014;59165
Indiana Dunes NP;01/01/2015;55607
Indiana Dunes NP;01/02/2015;47594
Indiana Dunes NP;01/03/2015;93170
Indiana Dunes NP;01/04/2015;93419
Indiana Dunes NP;01/05/2015;141525
Indiana Dunes NP;01/06/2015;174125
Indiana Dunes NP;01/07/2015;362197
Indiana Dunes NP;01/08/2015;262479
Indiana Dunes NP;01/09/2015;169403
Indiana Dunes NP;01/10/2015;101082
Indiana Dunes NP;01/11/2015;75316
Indiana Dunes NP;01/12/2015;64278
Indiana Dunes NP;01/01/2016;56588
Indiana Dunes NP;01/02/2016;73072
Indiana Dunes NP;01/03/2016;90653
Indiana Dunes NP;01/04/2016;99945
Indiana Dunes NP;01/05/2016;175447
Indiana Dunes NP;01/06/2016;242632
Indiana Dunes NP;01/07/2016;308792
Indiana Dunes NP;01/08/2016;219929
Indiana Dunes NP;01/09/2016;179245
Indiana Dunes NP;01/10/2016;115180
Indiana Dunes NP;01/11/2016;82775
Indiana Dunes NP;01/12/2016;53965
Indiana Dunes NP;01/01/2017;60576
Indiana Dunes NP;01/02/2017;85561
Indiana Dunes NP;01/03/2017;90620
Indiana Dunes NP;01/04/2017;102570
Indiana Dunes NP;01/05/2017;149426
Indiana Dunes NP;01/06/2017;247641
Indiana Dunes NP;01/07/2017;319946
Indiana Dunes NP;01/08/2017;462357
Indiana Dunes NP;01/09/2017;405688
Indiana Dunes NP;01/10/2017;82494
Indiana Dunes NP;01/11/2017;87193
Indiana Dunes NP;01/12/2017;64399
Indiana Dunes NP;01/01/2018;70652
Indiana Dunes NP;01/02/2018;70450
Indiana Dunes NP;01/03/2018;128682
Indiana Dunes NP;01/04/2018;93585
Indiana Dunes NP;01/05/2018;143790
Indiana Dunes NP;01/06/2018;240295
Indiana Dunes NP;01/07/2018;421553
Indiana Dunes NP;01/08/2018;204010
Indiana Dunes NP;01/09/2018;167089
Indiana Dunes NP;01/10/2018;132862
Indiana Dunes NP;01/11/2018;52878
Indiana Dunes NP;01/12/2018;30233
Indiana Dunes NP;01/01/2019;69916
Indiana Dunes NP;01/02/2019;85702
Indiana Dunes NP;01/03/2019;219070
Indiana Dunes NP;01/04/2019;107862
Indiana Dunes NP;01/05/2019;142403
Indiana Dunes NP;01/06/2019;302203
Indiana Dunes NP;01/07/2019;449968
Indiana Dunes NP;01/08/2019;290469
Indiana Dunes NP;01/09/2019;206226
Indiana Dunes NP;01/10/2019;105984
Indiana Dunes NP;01/11/2019;79674
Indiana Dunes NP;01/12/2019;74808
Isle Royale NP;01/01/1979;0
Isle Royale NP;01/02/1979;0
Isle Royale NP;01/03/1979;0
Isle Royale NP;01/04/1979;0
Isle Royale NP;01/05/1979;386
Isle Royale NP;01/06/1979;2255
Isle Royale NP;01/07/1979;5152
Isle Royale NP;01/08/1979;5713
Isle Royale NP;01/09/1979;1203
Isle Royale NP;01/10/1979;73
Isle Royale NP;01/11/1979;0
Isle Royale NP;01/12/1979;0
Isle Royale NP;01/01/1980;0
Isle Royale NP;01/02/1980;0
Isle Royale NP;01/03/1980;0
Isle Royale NP;01/04/1980;0
Isle Royale NP;01/05/1980;553
Isle Royale NP;01/06/1980;2642
Isle Royale NP;01/07/1980;5140
Isle Royale NP;01/08/1980;5934
Isle Royale NP;01/09/1980;640
Isle Royale NP;01/10/1980;68
Isle Royale NP;01/11/1980;0
Isle Royale NP;01/12/1980;0
Isle Royale NP;01/01/1981;0
Isle Royale NP;01/02/1981;0
Isle Royale NP;01/03/1981;0
Isle Royale NP;01/04/1981;0
Isle Royale NP;01/05/1981;593
Isle Royale NP;01/06/1981;2506
Isle Royale NP;01/07/1981;5010
Isle Royale NP;01/08/1981;5265
Isle Royale NP;01/09/1981;1098
Isle Royale NP;01/10/1981;86
Isle Royale NP;01/11/1981;0
Isle Royale NP;01/12/1981;0
Isle Royale NP;01/01/1982;0
Isle Royale NP;01/02/1982;0
Isle Royale NP;01/03/1982;0
Isle Royale NP;01/04/1982;0
Isle Royale NP;01/05/1982;517
Isle Royale NP;01/06/1982;2153
Isle Royale NP;01/07/1982;4470
Isle Royale NP;01/08/1982;5012
Isle Royale NP;01/09/1982;1023
Isle Royale NP;01/10/1982;63
Isle Royale NP;01/11/1982;0
Isle Royale NP;01/12/1982;0
Isle Royale NP;01/01/1983;0
Isle Royale NP;01/02/1983;0
Isle Royale NP;01/03/1983;0
Isle Royale NP;01/04/1983;0
Isle Royale NP;01/05/1983;510
Isle Royale NP;01/06/1983;1988
Isle Royale NP;01/07/1983;4264
Isle Royale NP;01/08/1983;4953
Isle Royale NP;01/09/1983;1131
Isle Royale NP;01/10/1983;82
Isle Royale NP;01/11/1983;0
Isle Royale NP;01/12/1983;0
Isle Royale NP;01/01/1984;0
Isle Royale NP;01/02/1984;0
Isle Royale NP;01/03/1984;0
Isle Royale NP;01/04/1984;0
Isle Royale NP;01/05/1984;502
Isle Royale NP;01/06/1984;1554
Isle Royale NP;01/07/1984;4009
Isle Royale NP;01/08/1984;4748
Isle Royale NP;01/09/1984;954
Isle Royale NP;01/10/1984;47
Isle Royale NP;01/11/1984;0
Isle Royale NP;01/12/1984;0
Isle Royale NP;01/01/1985;0
Isle Royale NP;01/02/1985;0
Isle Royale NP;01/03/1985;0
Isle Royale NP;01/04/1985;102
Isle Royale NP;01/05/1985;678
Isle Royale NP;01/06/1985;2786
Isle Royale NP;01/07/1985;5756
Isle Royale NP;01/08/1985;6050
Isle Royale NP;01/09/1985;1145
Isle Royale NP;01/10/1985;131
Isle Royale NP;01/11/1985;10
Isle Royale NP;01/12/1985;117
Isle Royale NP;01/01/1986;22
Isle Royale NP;01/02/1986;116
Isle Royale NP;01/03/1986;337
Isle Royale NP;01/04/1986;297
Isle Royale NP;01/05/1986;863
Isle Royale NP;01/06/1986;3892
Isle Royale NP;01/07/1986;9266
Isle Royale NP;01/08/1986;9583
Isle Royale NP;01/09/1986;1373
Isle Royale NP;01/10/1986;150
Isle Royale NP;01/11/1986;62
Isle Royale NP;01/12/1986;161
Isle Royale NP;01/01/1987;25
Isle Royale NP;01/02/1987;60
Isle Royale NP;01/03/1987;308
Isle Royale NP;01/04/1987;266
Isle Royale NP;01/05/1987;1419
Isle Royale NP;01/06/1987;5197
Isle Royale NP;01/07/1987;10702
Isle Royale NP;01/08/1987;10861
Isle Royale NP;01/09/1987;2571
Isle Royale NP;01/10/1987;191
Isle Royale NP;01/11/1987;31
Isle Royale NP;01/12/1987;129
Isle Royale NP;01/01/1988;12
Isle Royale NP;01/02/1988;35
Isle Royale NP;01/03/1988;259
Isle Royale NP;01/04/1988;300
Isle Royale NP;01/05/1988;776
Isle Royale NP;01/06/1988;4491
Isle Royale NP;01/07/1988;8711
Isle Royale NP;01/08/1988;9471
Isle Royale NP;01/09/1988;2248
Isle Royale NP;01/10/1988;203
Isle Royale NP;01/11/1988;23
Isle Royale NP;01/12/1988;64
Isle Royale NP;01/01/1989;63
Isle Royale NP;01/02/1989;102
Isle Royale NP;01/03/1989;252
Isle Royale NP;01/04/1989;130
Isle Royale NP;01/05/1989;812
Isle Royale NP;01/06/1989;3940
Isle Royale NP;01/07/1989;9906
Isle Royale NP;01/08/1989;9764
Isle Royale NP;01/09/1989;1854
Isle Royale NP;01/10/1989;198
Isle Royale NP;01/11/1989;42
Isle Royale NP;01/12/1989;70
Isle Royale NP;01/01/1990;27
Isle Royale NP;01/02/1990;67
Isle Royale NP;01/03/1990;419
Isle Royale NP;01/04/1990;178
Isle Royale NP;01/05/1990;695
Isle Royale NP;01/06/1990;3240
Isle Royale NP;01/07/1990;7989
Isle Royale NP;01/08/1990;8509
Isle Royale NP;01/09/1990;1921
Isle Royale NP;01/10/1990;258
Isle Royale NP;01/11/1990;25
Isle Royale NP;01/12/1990;167
Isle Royale NP;01/01/1991;71
Isle Royale NP;01/02/1991;69
Isle Royale NP;01/03/1991;311
Isle Royale NP;01/04/1991;168
Isle Royale NP;01/05/1991;784
Isle Royale NP;01/06/1991;3386
Isle Royale NP;01/07/1991;7003
Isle Royale NP;01/08/1991;7897
Isle Royale NP;01/09/1991;1818
Isle Royale NP;01/10/1991;162
Isle Royale NP;01/11/1991;14
Isle Royale NP;01/12/1991;321
Isle Royale NP;01/01/1992;48
Isle Royale NP;01/02/1992;69
Isle Royale NP;01/03/1992;128
Isle Royale NP;01/04/1992;243
Isle Royale NP;01/05/1992;820
Isle Royale NP;01/06/1992;3649
Isle Royale NP;01/07/1992;7125
Isle Royale NP;01/08/1992;7961
Isle Royale NP;01/09/1992;2191
Isle Royale NP;01/10/1992;142
Isle Royale NP;01/11/1992;27
Isle Royale NP;01/12/1992;325
Isle Royale NP;01/01/1993;39
Isle Royale NP;01/02/1993;58
Isle Royale NP;01/03/1993;129
Isle Royale NP;01/04/1993;130
Isle Royale NP;01/05/1993;728
Isle Royale NP;01/06/1993;3211
Isle Royale NP;01/07/1993;7298
Isle Royale NP;01/08/1993;8143
Isle Royale NP;01/09/1993;1952
Isle Royale NP;01/10/1993;231
Isle Royale NP;01/11/1993;38
Isle Royale NP;01/12/1993;26
Isle Royale NP;01/01/1994;39
Isle Royale NP;01/02/1994;56
Isle Royale NP;01/03/1994;93
Isle Royale NP;01/04/1994;124
Isle Royale NP;01/05/1994;873
Isle Royale NP;01/06/1994;3479
Isle Royale NP;01/07/1994;8502
Isle Royale NP;01/08/1994;9088
Isle Royale NP;01/09/1994;2243
Isle Royale NP;01/10/1994;253
Isle Royale NP;01/11/1994;40
Isle Royale NP;01/12/1994;53
Isle Royale NP;01/01/1995;48
Isle Royale NP;01/02/1995;61
Isle Royale NP;01/03/1995;62
Isle Royale NP;01/04/1995;116
Isle Royale NP;01/05/1995;704
Isle Royale NP;01/06/1995;3997
Isle Royale NP;01/07/1995;7421
Isle Royale NP;01/08/1995;8068
Isle Royale NP;01/09/1995;2426
Isle Royale NP;01/10/1995;228
Isle Royale NP;01/11/1995;34
Isle Royale NP;01/12/1995;305
Isle Royale NP;01/01/1996;57
Isle Royale NP;01/02/1996;27
Isle Royale NP;01/03/1996;64
Isle Royale NP;01/04/1996;93
Isle Royale NP;01/05/1996;424
Isle Royale NP;01/06/1996;3639
Isle Royale NP;01/07/1996;7213
Isle Royale NP;01/08/1996;8690
Isle Royale NP;01/09/1996;1832
Isle Royale NP;01/10/1996;194
Isle Royale NP;01/11/1996;154
Isle Royale NP;01/12/1996;1058
Isle Royale NP;01/01/1997;75
Isle Royale NP;01/02/1997;47
Isle Royale NP;01/03/1997;56
Isle Royale NP;01/04/1997;102
Isle Royale NP;01/05/1997;662
Isle Royale NP;01/06/1997;3418
Isle Royale NP;01/07/1997;6779
Isle Royale NP;01/08/1997;7957
Isle Royale NP;01/09/1997;1795
Isle Royale NP;01/10/1997;208
Isle Royale NP;01/11/1997;51
Isle Royale NP;01/12/1997;231
Isle Royale NP;01/01/1998;49
Isle Royale NP;01/02/1998;52
Isle Royale NP;01/03/1998;69
Isle Royale NP;01/04/1998;134
Isle Royale NP;01/05/1998;834
Isle Royale NP;01/06/1998;3853
Isle Royale NP;01/07/1998;7642
Isle Royale NP;01/08/1998;8454
Isle Royale NP;01/09/1998;2193
Isle Royale NP;01/10/1998;268
Isle Royale NP;01/11/1998;66
Isle Royale NP;01/12/1998;318
Isle Royale NP;01/01/1999;29
Isle Royale NP;01/02/1999;59
Isle Royale NP;01/03/1999;64
Isle Royale NP;01/04/1999;125
Isle Royale NP;01/05/1999;1057
Isle Royale NP;01/06/1999;3522
Isle Royale NP;01/07/1999;7413
Isle Royale NP;01/08/1999;8387
Isle Royale NP;01/09/1999;2224
Isle Royale NP;01/10/1999;318
Isle Royale NP;01/11/1999;78
Isle Royale NP;01/12/1999;217
Isle Royale NP;01/01/2000;46
Isle Royale NP;01/02/2000;67
Isle Royale NP;01/03/2000;90
Isle Royale NP;01/04/2000;182
Isle Royale NP;01/05/2000;1009
Isle Royale NP;01/06/2000;2986
Isle Royale NP;01/07/2000;7148
Isle Royale NP;01/08/2000;7260
Isle Royale NP;01/09/2000;1856
Isle Royale NP;01/10/2000;202
Isle Royale NP;01/11/2000;49
Isle Royale NP;01/12/2000;201
Isle Royale NP;01/01/2001;23
Isle Royale NP;01/02/2001;49
Isle Royale NP;01/03/2001;73
Isle Royale NP;01/04/2001;96
Isle Royale NP;01/05/2001;914
Isle Royale NP;01/06/2001;2763
Isle Royale NP;01/07/2001;6139
Isle Royale NP;01/08/2001;7055
Isle Royale NP;01/09/2001;1888
Isle Royale NP;01/10/2001;237
Isle Royale NP;01/11/2001;16
Isle Royale NP;01/12/2001;178
Isle Royale NP;01/01/2002;22
Isle Royale NP;01/02/2002;67
Isle Royale NP;01/03/2002;42
Isle Royale NP;01/04/2002;80
Isle Royale NP;01/05/2002;670
Isle Royale NP;01/06/2002;3197
Isle Royale NP;01/07/2002;6533
Isle Royale NP;01/08/2002;6848
Isle Royale NP;01/09/2002;1557
Isle Royale NP;01/10/2002;252
Isle Royale NP;01/11/2002;24
Isle Royale NP;01/12/2002;171
Isle Royale NP;01/01/2003;78
Isle Royale NP;01/02/2003;54
Isle Royale NP;01/03/2003;37
Isle Royale NP;01/04/2003;99
Isle Royale NP;01/05/2003;826
Isle Royale NP;01/06/2003;2754
Isle Royale NP;01/07/2003;5350
Isle Royale NP;01/08/2003;6658
Isle Royale NP;01/09/2003;1427
Isle Royale NP;01/10/2003;267
Isle Royale NP;01/11/2003;15
Isle Royale NP;01/12/2003;235
Isle Royale NP;01/01/2004;35
Isle Royale NP;01/02/2004;39
Isle Royale NP;01/03/2004;75
Isle Royale NP;01/04/2004;102
Isle Royale NP;01/05/2004;696
Isle Royale NP;01/06/2004;2736
Isle Royale NP;01/07/2004;5660
Isle Royale NP;01/08/2004;5731
Isle Royale NP;01/09/2004;1682
Isle Royale NP;01/10/2004;226
Isle Royale NP;01/11/2004;31
Isle Royale NP;01/12/2004;263
Isle Royale NP;01/01/2005;39
Isle Royale NP;01/02/2005;33
Isle Royale NP;01/03/2005;77
Isle Royale NP;01/04/2005;78
Isle Royale NP;01/05/2005;689
Isle Royale NP;01/06/2005;2702
Isle Royale NP;01/07/2005;5415
Isle Royale NP;01/08/2005;6120
Isle Royale NP;01/09/2005;1854
Isle Royale NP;01/10/2005;193
Isle Royale NP;01/11/2005;38
Isle Royale NP;01/12/2005;160
Isle Royale NP;01/01/2006;52
Isle Royale NP;01/02/2006;35
Isle Royale NP;01/03/2006;51
Isle Royale NP;01/04/2006;82
Isle Royale NP;01/05/2006;711
Isle Royale NP;01/06/2006;2809
Isle Royale NP;01/07/2006;5953
Isle Royale NP;01/08/2006;6113
Isle Royale NP;01/09/2006;1070
Isle Royale NP;01/10/2006;59
Isle Royale NP;01/11/2006;61
Isle Royale NP;01/12/2006;74
Isle Royale NP;01/01/2007;48
Isle Royale NP;01/02/2007;30
Isle Royale NP;01/03/2007;49
Isle Royale NP;01/04/2007;70
Isle Royale NP;01/05/2007;710
Isle Royale NP;01/06/2007;2857
Isle Royale NP;01/07/2007;5377
Isle Royale NP;01/08/2007;5249
Isle Royale NP;01/09/2007;1265
